Timestamp,X,Y,Z
[1.72615808e+09],-9.13,-0.41,3.51
[1.72615808e+09],-9.12,-0.42,3.49
[1.72615808e+09],-9.11,-0.39,3.5
[1.72615808e+09],-9.09,-0.42,3.49
[1.72615808e+09],-9.12,-0.41,3.51
[1.72615808e+09],-9.11,-0.41,3.51
[1.72615808e+09],-9.12,-0.41,3.58
[1.72615808e+09],-9.12,-0.42,3.56
[1.72615808e+09],-9.1,-0.43,3.53
[1.72615808e+09],-9.1,-0.42,3.55
[1.72615808e+09],-9.13,-0.4,3.57
[1.72615808e+09],-9.1,-0.41,3.54
[1.72615808e+09],-9.12,-0.4,3.54
[1.72615808e+09],-9.12,-0.44,3.53
[1.72615809e+09],-9.09,-0.41,3.54
[1.72615809e+09],-9.08,-0.42,3.55
[1.72615809e+09],-9.1,-0.4,3.55
[1.72615809e+09],-9.1,-0.38,3.6
[1.72615809e+09],-9.15,-0.36,3.61
[1.72615809e+09],-9.16,-0.37,3.57
[1.72615809e+09],-9.19,-0.42,3.55
[1.72615809e+09],-9.16,-0.43,3.58
[1.72615809e+09],-9.17,-0.44,3.57
[1.72615809e+09],-9.14,-0.46,3.57
[1.72615809e+09],-9.15,-0.47,3.53
[1.72615809e+09],-9.14,-0.47,3.53
[1.72615809e+09],-9.15,-0.44,3.54
[1.72615809e+09],-9.15,-0.51,3.59
[1.72615809e+09],-9.16,-0.44,3.62
[1.72615809e+09],-9.15,-0.46,3.56
[1.72615809e+09],-9.14,-0.47,3.52
[1.72615809e+09],-9.16,-0.47,3.54
[1.72615809e+09],-9.17,-0.41,3.54
[1.72615809e+09],-9.16,-0.46,3.54
[1.72615809e+09],-9.13,-0.45,3.52
[1.72615809e+09],-9.14,-0.41,3.53
[1.72615809e+09],-9.15,-0.42,3.55
[1.72615809e+09],-9.15,-0.43,3.54
[1.72615809e+09],-9.13,-0.41,3.52
[1.72615809e+09],-9.16,-0.43,3.47
[1.72615809e+09],-9.15,-0.45,3.51
[1.72615809e+09],-9.11,-0.49,3.51
[1.72615809e+09],-9.14,-0.4,3.49
[1.72615809e+09],-9.12,-0.4,3.46
[1.72615809e+09],-9.13,-0.41,3.51
[1.72615809e+09],-9.12,-0.43,3.49
[1.72615809e+09],-9.13,-0.41,3.46
[1.72615809e+09],-9.11,-0.42,3.49
[1.72615809e+09],-9.12,-0.4,3.5
[1.72615809e+09],-9.12,-0.44,3.57
[1.72615809e+09],-9.14,-0.47,3.54
[1.72615809e+09],-9.13,-0.43,3.53
[1.72615809e+09],-9.11,-0.41,3.54
[1.72615809e+09],-9.11,-0.44,3.51
[1.72615809e+09],-9.15,-0.42,3.51
[1.72615809e+09],-9.15,-0.41,3.51
[1.72615809e+09],-9.13,-0.43,3.48
[1.72615809e+09],-9.14,-0.42,3.52
[1.72615809e+09],-9.12,-0.39,3.54
[1.72615809e+09],-9.15,-0.44,3.53
[1.72615809e+09],-9.15,-0.45,3.49
[1.72615809e+09],-9.14,-0.4,3.56
[1.72615809e+09],-9.12,-0.42,3.5
[1.72615809e+09],-9.13,-0.44,3.54
[1.72615809e+09],-9.14,-0.42,3.54
[1.72615809e+09],-9.12,-0.41,3.5
[1.72615809e+09],-9.11,-0.43,3.5
[1.72615809e+09],-9.13,-0.46,3.54
[1.72615809e+09],-9.12,-0.44,3.51
[1.72615809e+09],-9.14,-0.4,3.52
[1.72615809e+09],-9.14,-0.4,3.48
[1.72615809e+09],-9.13,-0.42,3.57
[1.72615809e+09],-9.15,-0.42,3.47
[1.72615809e+09],-9.13,-0.45,3.54
[1.72615809e+09],-9.13,-0.4,3.52
[1.72615809e+09],-9.13,-0.41,3.49
[1.72615809e+09],-9.13,-0.45,3.54
[1.72615809e+09],-9.15,-0.44,3.58
[1.72615809e+09],-9.13,-0.43,3.5
[1.72615809e+09],-9.16,-0.44,3.53
[1.72615809e+09],-9.14,-0.44,3.49
[1.72615809e+09],-9.15,-0.42,3.56
[1.72615809e+09],-9.14,-0.45,3.5
[1.72615809e+09],-9.13,-0.44,3.54
[1.72615809e+09],-9.11,-0.42,3.58
[1.72615809e+09],-9.12,-0.41,3.54
[1.72615809e+09],-9.11,-0.43,3.52
[1.72615809e+09],-9.11,-0.45,3.53
[1.72615809e+09],-9.11,-0.44,3.51
[1.72615809e+09],-9.1,-0.43,3.51
[1.72615809e+09],-9.11,-0.44,3.51
[1.72615809e+09],-9.13,-0.43,3.51
[1.72615809e+09],-9.11,-0.42,3.51
[1.72615809e+09],-9.15,-0.44,3.49
[1.72615809e+09],-9.11,-0.46,3.54
[1.72615809e+09],-9.1,-0.45,3.55
[1.72615809e+09],-9.12,-0.46,3.54
[1.72615809e+09],-9.13,-0.48,3.49
[1.72615809e+09],-9.15,-0.46,3.55
[1.72615809e+09],-9.14,-0.44,3.56
[1.72615809e+09],-9.17,-0.45,3.55
[1.72615809e+09],-9.17,-0.46,3.55
[1.72615809e+09],-9.16,-0.45,3.59
[1.72615809e+09],-9.18,-0.42,3.61
[1.72615809e+09],-9.18,-0.47,3.56
[1.72615809e+09],-9.16,-0.45,3.63
[1.72615809e+09],-9.17,-0.4,3.55
[1.72615809e+09],-9.15,-0.44,3.56
[1.72615809e+09],-9.13,-0.41,3.56
[1.72615809e+09],-9.11,-0.39,3.49
[1.72615809e+09],-9.15,-0.4,3.48
[1.72615809e+09],-9.12,-0.4,3.44
[1.72615809e+09],-9.11,-0.47,3.56
[1.72615809e+09],-9.14,-0.5,3.57
[1.72615809e+09],-9.13,-0.47,3.56
[1.72615809e+09],-9.17,-0.44,3.64
[1.72615809e+09],-9.15,-0.4,3.53
[1.72615809e+09],-9.11,-0.41,3.43
[1.72615809e+09],-9.13,-0.4,3.35
[1.72615809e+09],-9.13,-0.43,3.21
[1.72615809e+09],-9.11,-0.44,3.29
[1.72615809e+09],-9.14,-0.44,3.48
[1.72615809e+09],-9.14,-0.4,3.63
[1.72615809e+09],-9.11,-0.44,3.85
[1.72615809e+09],-9.09,-0.49,3.83
[1.72615809e+09],-9.08,-0.49,3.7
[1.72615809e+09],-9.11,-0.46,3.61
[1.72615809e+09],-9.12,-0.42,3.58
[1.72615809e+09],-9.2,-0.42,3.5
[1.72615809e+09],-9.18,-0.41,3.47
[1.72615809e+09],-9.18,-0.43,3.55
[1.72615809e+09],-9.15,-0.41,3.57
[1.72615809e+09],-9.17,-0.38,3.44
[1.72615809e+09],-9.14,-0.37,3.42
[1.72615809e+09],-9.15,-0.4,3.43
[1.72615809e+09],-9.17,-0.36,3.37
[1.72615809e+09],-9.16,-0.35,3.37
[1.72615809e+09],-9.18,-0.36,3.39
[1.72615809e+09],-9.14,-0.39,3.38
[1.72615809e+09],-9.13,-0.38,3.38
[1.72615809e+09],-9.15,-0.41,3.43
[1.72615809e+09],-9.16,-0.48,3.48
[1.72615809e+09],-9.15,-0.43,3.51
[1.72615809e+09],-9.16,-0.4,3.53
[1.72615809e+09],-9.14,-0.39,3.55
[1.72615809e+09],-9.11,-0.39,3.62
[1.72615809e+09],-9.14,-0.37,3.56
[1.72615809e+09],-9.13,-0.39,3.59
[1.72615809e+09],-9.18,-0.41,3.66
[1.72615809e+09],-9.17,-0.41,3.6
[1.72615809e+09],-9.21,-0.41,3.58
[1.72615809e+09],-9.16,-0.41,3.62
[1.72615809e+09],-9.15,-0.42,3.53
[1.72615809e+09],-9.15,-0.43,3.53
[1.72615809e+09],-9.13,-0.44,3.6
[1.72615809e+09],-9.14,-0.46,3.58
[1.72615809e+09],-9.12,-0.45,3.54
[1.72615809e+09],-9.14,-0.48,3.58
[1.72615809e+09],-9.1,-0.45,3.59
[1.72615809e+09],-9.14,-0.44,3.52
[1.72615809e+09],-9.1,-0.45,3.56
[1.72615809e+09],-9.11,-0.46,3.51
[1.72615809e+09],-9.13,-0.41,3.54
[1.72615809e+09],-9.13,-0.44,3.46
[1.72615809e+09],-9.14,-0.39,3.54
[1.72615809e+09],-9.13,-0.43,3.51
[1.72615809e+09],-9.14,-0.42,3.5
[1.72615809e+09],-9.13,-0.44,3.52
[1.72615809e+09],-9.15,-0.43,3.53
[1.72615809e+09],-9.12,-0.44,3.53
[1.72615809e+09],-9.14,-0.44,3.53
[1.72615809e+09],-9.15,-0.43,3.56
[1.72615809e+09],-9.16,-0.43,3.5
[1.72615809e+09],-9.13,-0.43,3.52
[1.72615809e+09],-9.16,-0.41,3.51
[1.72615809e+09],-9.17,-0.41,3.49
[1.72615809e+09],-9.16,-0.39,3.53
[1.72615809e+09],-9.17,-0.43,3.55
[1.72615809e+09],-9.18,-0.42,3.54
[1.72615809e+09],-9.14,-0.45,3.55
[1.72615809e+09],-9.12,-0.48,3.55
[1.72615809e+09],-9.17,-0.49,3.47
[1.72615809e+09],-9.14,-0.44,3.73
[1.72615809e+09],-9.15,-0.39,3.79
[1.72615809e+09],-9.18,-0.43,3.69
[1.72615809e+09],-9.11,-0.41,3.56
[1.72615809e+09],-9.13,-0.39,3.5
[1.72615809e+09],-9.13,-0.38,3.46
[1.72615809e+09],-9.17,-0.39,3.49
[1.72615809e+09],-9.13,-0.46,3.47
[1.72615809e+09],-9.12,-0.49,3.47
[1.72615809e+09],-9.13,-0.51,3.5
[1.72615809e+09],-9.15,-0.48,3.46
[1.72615809e+09],-9.2,-0.46,3.46
[1.72615809e+09],-9.2,-0.45,3.44
[1.72615809e+09],-9.16,-0.42,3.4
[1.72615809e+09],-9.12,-0.37,3.44
[1.72615809e+09],-9.15,-0.41,3.43
[1.72615809e+09],-9.12,-0.38,3.5
[1.72615809e+09],-9.14,-0.34,3.53
[1.72615809e+09],-9.14,-0.4,3.5
[1.72615809e+09],-9.14,-0.37,3.49
[1.72615809e+09],-9.12,-0.4,3.54
[1.72615809e+09],-9.13,-0.41,3.53
[1.72615809e+09],-9.17,-0.43,3.54
[1.72615809e+09],-9.19,-0.45,3.55
[1.72615809e+09],-9.15,-0.46,3.53
[1.72615809e+09],-9.16,-0.47,3.54
[1.72615809e+09],-9.15,-0.43,3.52
[1.72615809e+09],-9.14,-0.49,3.5
[1.72615809e+09],-9.14,-0.45,3.56
[1.72615809e+09],-9.14,-0.45,3.54
[1.72615809e+09],-9.15,-0.44,3.47
[1.72615809e+09],-9.2,-0.41,3.23
[1.72615809e+09],-9.19,-0.44,3.25
[1.72615809e+09],-9.19,-0.41,3.28
[1.72615809e+09],-9.18,-0.43,3.45
[1.72615809e+09],-9.11,-0.49,3.63
[1.72615809e+09],-9.07,-0.49,3.67
[1.72615809e+09],-9.04,-0.5,3.78
[1.72615809e+09],-9.09,-0.44,3.66
[1.72615809e+09],-9.19,-0.38,3.39
[1.72615809e+09],-9.23,-0.36,3.37
[1.72615809e+09],-9.14,-0.39,3.49
[1.72615809e+09],-9.12,-0.43,3.53
[1.72615809e+09],-9.12,-0.44,3.56
[1.72615809e+09],-9.15,-0.4,3.49
[1.72615809e+09],-9.15,-0.43,3.45
[1.72615809e+09],-9.16,-0.39,3.43
[1.72615809e+09],-9.14,-0.38,3.41
[1.72615809e+09],-9.17,-0.38,3.35
[1.72615809e+09],-9.14,-0.39,3.32
[1.72615809e+09],-9.13,-0.38,3.33
[1.72615809e+09],-9.18,-0.4,3.43
[1.72615809e+09],-9.12,-0.44,3.48
[1.72615809e+09],-9.18,-0.47,3.51
[1.72615809e+09],-9.19,-0.43,3.51
[1.72615809e+09],-9.18,-0.42,3.52
[1.72615809e+09],-9.22,-0.42,3.47
[1.72615809e+09],-9.2,-0.43,3.43
[1.72615809e+09],-9.2,-0.45,3.57
[1.72615809e+09],-9.19,-0.46,3.54
[1.72615809e+09],-9.14,-0.42,3.52
[1.72615809e+09],-9.15,-0.41,3.53
[1.72615809e+09],-9.16,-0.38,3.53
[1.72615809e+09],-9.14,-0.46,3.5
[1.72615809e+09],-9.14,-0.43,3.5
[1.72615809e+09],-9.11,-0.49,3.53
[1.72615809e+09],-9.11,-0.45,3.53
[1.72615809e+09],-9.12,-0.47,3.46
[1.72615809e+09],-9.1,-0.44,3.48
[1.72615809e+09],-9.08,-0.46,3.44
[1.72615809e+09],-9.08,-0.46,3.49
[1.72615809e+09],-9.08,-0.37,3.46
[1.72615809e+09],-9.09,-0.4,3.45
[1.72615809e+09],-9.09,-0.38,3.43
[1.72615809e+09],-9.12,-0.38,3.44
[1.72615809e+09],-9.11,-0.42,3.45
[1.72615809e+09],-9.12,-0.43,3.44
[1.72615809e+09],-9.12,-0.39,3.43
[1.72615809e+09],-9.12,-0.37,3.51
[1.72615809e+09],-9.14,-0.4,3.47
[1.72615809e+09],-9.15,-0.4,3.45
[1.72615809e+09],-9.14,-0.38,3.46
[1.72615809e+09],-9.13,-0.43,3.49
[1.72615809e+09],-9.15,-0.42,3.5
[1.72615809e+09],-9.15,-0.45,3.48
[1.72615809e+09],-9.14,-0.47,3.51
[1.72615809e+09],-9.17,-0.43,3.49
[1.72615809e+09],-9.19,-0.42,3.43
[1.72615809e+09],-9.18,-0.41,3.46
[1.72615809e+09],-9.16,-0.42,3.53
[1.72615809e+09],-9.16,-0.48,3.52
[1.72615809e+09],-9.21,-0.51,3.46
[1.72615809e+09],-9.17,-0.47,3.74
[1.72615809e+09],-9.15,-0.42,3.84
[1.72615809e+09],-9.23,-0.4,3.58
[1.72615809e+09],-9.12,-0.38,3.44
[1.72615809e+09],-9.13,-0.35,3.43
[1.72615809e+09],-9.14,-0.38,3.39
[1.72615809e+09],-9.14,-0.41,3.42
[1.72615809e+09],-9.1,-0.44,3.43
[1.72615809e+09],-9.09,-0.45,3.43
[1.72615809e+09],-9.07,-0.49,3.48
[1.72615809e+09],-9.11,-0.52,3.54
[1.72615809e+09],-9.14,-0.53,3.55
[1.72615809e+09],-9.17,-0.48,3.41
[1.72615809e+09],-9.17,-0.44,3.4
[1.72615809e+09],-9.13,-0.4,3.38
[1.72615809e+09],-9.12,-0.36,3.41
[1.72615809e+09],-9.12,-0.38,3.44
[1.72615809e+09],-9.13,-0.42,3.51
[1.72615809e+09],-9.14,-0.38,3.49
[1.72615809e+09],-9.12,-0.44,3.64
[1.72615809e+09],-9.17,-0.41,3.61
[1.72615809e+09],-9.19,-0.4,3.54
[1.72615809e+09],-9.19,-0.43,3.51
[1.72615809e+09],-9.16,-0.44,3.45
[1.72615809e+09],-9.17,-0.42,3.47
[1.72615809e+09],-9.14,-0.46,3.46
[1.72615809e+09],-9.13,-0.42,3.48
[1.72615809e+09],-9.11,-0.47,3.53
[1.72615809e+09],-9.13,-0.45,3.53
[1.72615809e+09],-9.13,-0.47,3.49
[1.72615809e+09],-9.13,-0.44,3.53
[1.72615809e+09],-9.16,-0.45,3.44
[1.72615809e+09],-9.12,-0.45,3.49
[1.72615809e+09],-9.15,-0.44,3.51
[1.72615809e+09],-9.14,-0.44,3.47
[1.72615809e+09],-9.15,-0.42,3.37
[1.72615809e+09],-9.13,-0.43,3.42
[1.72615809e+09],-9.17,-0.41,3.45
[1.72615809e+09],-9.18,-0.47,3.45
[1.72615809e+09],-9.16,-0.45,3.4
[1.72615809e+09],-9.17,-0.46,3.46
[1.72615809e+09],-9.16,-0.42,3.45
[1.72615809e+09],-9.14,-0.41,3.42
[1.72615809e+09],-9.16,-0.42,3.48
[1.72615809e+09],-9.16,-0.4,3.49
[1.72615809e+09],-9.15,-0.42,3.44
[1.72615809e+09],-9.15,-0.41,3.46
[1.72615809e+09],-9.17,-0.44,3.5
[1.72615809e+09],-9.16,-0.46,3.44
[1.72615809e+09],-9.16,-0.45,3.42
[1.72615809e+09],-9.2,-0.41,3.44
[1.72615809e+09],-9.17,-0.42,3.43
[1.72615809e+09],-9.18,-0.39,3.43
[1.72615809e+09],-9.15,-0.45,3.43
[1.72615809e+09],-9.14,-0.4,3.44
[1.72615809e+09],-9.18,-0.4,3.45
[1.72615809e+09],-9.18,-0.43,3.43
[1.72615809e+09],-9.17,-0.42,3.4
[1.72615809e+09],-9.19,-0.41,3.41
[1.72615809e+09],-9.18,-0.4,3.4
[1.72615809e+09],-9.2,-0.36,3.46
[1.72615809e+09],-9.19,-0.39,3.44
[1.72615809e+09],-9.17,-0.41,3.53
[1.72615809e+09],-9.18,-0.43,3.48
[1.72615809e+09],-9.19,-0.4,3.48
[1.72615809e+09],-9.19,-0.39,3.51
[1.72615809e+09],-9.2,-0.42,3.49
[1.72615809e+09],-9.23,-0.41,3.54
[1.72615809e+09],-9.21,-0.44,3.51
[1.72615809e+09],-9.24,-0.42,3.53
[1.72615809e+09],-9.2,-0.43,3.53
[1.72615809e+09],-9.22,-0.41,3.51
[1.72615809e+09],-9.24,-0.43,3.51
[1.72615809e+09],-9.21,-0.42,3.53
[1.72615809e+09],-9.18,-0.46,3.52
[1.72615809e+09],-9.19,-0.46,3.49
[1.72615809e+09],-9.17,-0.43,3.48
[1.72615809e+09],-9.16,-0.46,3.5
[1.72615809e+09],-9.17,-0.43,3.5
[1.72615809e+09],-9.16,-0.43,3.49
[1.72615809e+09],-9.16,-0.43,3.45
[1.72615809e+09],-9.16,-0.41,3.48
[1.72615809e+09],-9.16,-0.45,3.43
[1.72615809e+09],-9.17,-0.42,3.49
[1.72615809e+09],-9.17,-0.45,3.49
[1.72615809e+09],-9.16,-0.43,3.47
[1.72615809e+09],-9.12,-0.42,3.48
[1.72615809e+09],-9.15,-0.4,3.44
[1.72615809e+09],-9.15,-0.41,3.45
[1.72615809e+09],-9.16,-0.38,3.44
[1.72615809e+09],-9.17,-0.41,3.47
[1.72615809e+09],-9.16,-0.41,3.48
[1.72615809e+09],-9.15,-0.41,3.45
[1.72615809e+09],-9.16,-0.42,3.44
[1.72615809e+09],-9.15,-0.39,3.43
[1.72615809e+09],-9.19,-0.38,3.47
[1.72615809e+09],-9.2,-0.42,3.41
[1.72615809e+09],-9.21,-0.42,3.42
[1.72615809e+09],-9.21,-0.38,3.38
[1.72615809e+09],-9.18,-0.41,3.37
[1.72615809e+09],-9.2,-0.41,3.41
[1.72615809e+09],-9.17,-0.41,3.44
[1.72615809e+09],-9.2,-0.4,3.43
[1.72615809e+09],-9.23,-0.41,3.47
[1.72615809e+09],-9.22,-0.39,3.49
[1.72615809e+09],-9.24,-0.42,3.44
[1.72615809e+09],-9.27,-0.38,3.47
[1.72615809e+09],-9.24,-0.39,3.37
[1.72615809e+09],-9.22,-0.37,3.35
[1.72615809e+09],-9.16,-0.4,3.34
[1.72615809e+09],-9.22,-0.39,3.17
[1.72615809e+09],-9.28,-0.42,3.13
[1.72615809e+09],-9.22,-0.44,3.32
[1.72615809e+09],-9.22,-0.46,3.42
[1.72615809e+09],-9.2,-0.47,3.55
[1.72615809e+09],-9.09,-0.51,3.68
[1.72615809e+09],-9.05,-0.49,3.86
[1.72615809e+09],-9.1,-0.45,3.66
[1.72615809e+09],-9.26,-0.42,3.41
[1.72615809e+09],-9.34,-0.39,3.33
[1.72615809e+09],-9.29,-0.41,3.33
[1.72615809e+09],-9.19,-0.46,3.42
[1.72615809e+09],-9.13,-0.48,3.5
[1.72615809e+09],-9.15,-0.47,3.49
[1.72615809e+09],-9.13,-0.47,3.45
[1.72615809e+09],-9.14,-0.47,3.44
[1.72615809e+09],-9.15,-0.42,3.34
[1.72615809e+09],-9.14,-0.43,3.35
[1.72615809e+09],-9.13,-0.45,3.36
[1.72615809e+09],-9.13,-0.46,3.35
[1.72615809e+09],-9.13,-0.44,3.43
[1.72615809e+09],-9.15,-0.45,3.34
[1.72615809e+09],-9.16,-0.41,3.34
[1.72615809e+09],-9.17,-0.41,3.37
[1.72615809e+09],-9.22,-0.43,3.43
[1.72615809e+09],-9.27,-0.41,3.38
[1.72615809e+09],-9.25,-0.39,3.43
[1.72615809e+09],-9.3,-0.41,3.42
[1.72615809e+09],-9.26,-0.39,3.44
[1.72615809e+09],-9.16,-0.46,3.38
[1.72615809e+09],-9.17,-0.45,3.39
[1.72615809e+09],-9.16,-0.4,3.4
[1.72615809e+09],-9.19,-0.42,3.37
[1.72615809e+09],-9.2,-0.42,3.41
[1.72615809e+09],-9.19,-0.4,3.37
[1.72615809e+09],-9.21,-0.42,3.42
[1.72615809e+09],-9.23,-0.4,3.4
[1.72615809e+09],-9.18,-0.4,3.43
[1.72615809e+09],-9.19,-0.41,3.36
[1.72615809e+09],-9.18,-0.41,3.39
[1.72615809e+09],-9.2,-0.4,3.39
[1.72615809e+09],-9.21,-0.42,3.41
[1.72615809e+09],-9.17,-0.42,3.42
[1.72615809e+09],-9.19,-0.41,3.46
[1.72615809e+09],-9.18,-0.41,3.44
[1.72615809e+09],-9.17,-0.41,3.4
[1.72615809e+09],-9.21,-0.41,3.41
[1.72615809e+09],-9.19,-0.46,3.44
[1.72615809e+09],-9.17,-0.43,3.4
[1.72615809e+09],-9.21,-0.46,3.39
[1.72615809e+09],-9.19,-0.45,3.36
[1.72615809e+09],-9.19,-0.46,3.37
[1.72615809e+09],-9.2,-0.44,3.41
[1.72615809e+09],-9.2,-0.46,3.43
[1.72615809e+09],-9.19,-0.44,3.36
[1.72615809e+09],-9.2,-0.42,3.42
[1.72615809e+09],-9.18,-0.46,3.43
[1.72615809e+09],-9.19,-0.5,3.48
[1.72615809e+09],-9.19,-0.48,3.45
[1.72615809e+09],-9.19,-0.4,3.43
[1.72615809e+09],-9.19,-0.42,3.4
[1.72615809e+09],-9.21,-0.42,3.46
[1.72615809e+09],-9.2,-0.42,3.4
[1.72615809e+09],-9.2,-0.43,3.38
[1.72615809e+09],-9.2,-0.45,3.39
[1.72615809e+09],-9.19,-0.47,3.36
[1.72615809e+09],-9.2,-0.45,3.4
[1.72615809e+09],-9.22,-0.44,3.38
[1.72615809e+09],-9.18,-0.44,3.36
[1.72615809e+09],-9.17,-0.46,3.42
[1.72615809e+09],-9.18,-0.45,3.39
[1.72615809e+09],-9.2,-0.47,3.44
[1.72615809e+09],-9.17,-0.46,3.51
[1.72615809e+09],-9.2,-0.49,3.51
[1.72615809e+09],-9.22,-0.45,3.46
[1.72615809e+09],-9.21,-0.46,3.39
[1.72615809e+09],-9.19,-0.39,3.32
[1.72615809e+09],-9.18,-0.42,3.26
[1.72615809e+09],-9.21,-0.44,3.27
[1.72615809e+09],-9.22,-0.5,3.18
[1.72615809e+09],-9.21,-0.51,3.26
[1.72615809e+09],-9.19,-0.51,3.36
[1.72615809e+09],-9.12,-0.49,3.52
[1.72615809e+09],-9.06,-0.53,3.65
[1.72615809e+09],-9.04,-0.48,3.75
[1.72615809e+09],-9.08,-0.46,3.68
[1.72615809e+09],-9.23,-0.42,3.44
[1.72615809e+09],-9.32,-0.4,3.28
[1.72615809e+09],-9.23,-0.47,3.31
[1.72615809e+09],-9.17,-0.48,3.43
[1.72615809e+09],-9.17,-0.48,3.46
[1.72615809e+09],-9.19,-0.49,3.47
[1.72615809e+09],-9.19,-0.5,3.49
[1.72615809e+09],-9.17,-0.46,3.36
[1.72615809e+09],-9.19,-0.41,3.31
[1.72615809e+09],-9.18,-0.39,3.28
[1.72615809e+09],-9.16,-0.42,3.26
[1.72615809e+09],-9.16,-0.4,3.29
[1.72615809e+09],-9.14,-0.41,3.3
[1.72615809e+09],-9.11,-0.45,3.32
[1.72615809e+09],-9.14,-0.43,3.43
[1.72615809e+09],-9.22,-0.46,3.43
[1.72615809e+09],-9.24,-0.45,3.44
[1.72615809e+09],-9.28,-0.39,3.42
[1.72615809e+09],-9.3,-0.38,3.45
[1.72615809e+09],-9.28,-0.4,3.43
[1.72615809e+09],-9.28,-0.4,3.44
[1.72615809e+09],-9.23,-0.39,3.56
[1.72615809e+09],-9.25,-0.4,3.46
[1.72615809e+09],-9.24,-0.38,3.52
[1.72615809e+09],-9.24,-0.38,3.52
[1.72615809e+09],-9.21,-0.4,3.47
[1.72615809e+09],-9.21,-0.41,3.47
[1.72615809e+09],-9.22,-0.43,3.47
[1.72615809e+09],-9.2,-0.42,3.44
[1.72615809e+09],-9.14,-0.39,3.45
[1.72615809e+09],-9.14,-0.41,3.41
[1.72615809e+09],-9.12,-0.38,3.32
[1.72615809e+09],-9.11,-0.4,3.36
[1.72615809e+09],-9.12,-0.4,3.39
[1.72615809e+09],-9.12,-0.39,3.35
[1.72615809e+09],-9.1,-0.39,3.38
[1.72615809e+09],-9.12,-0.38,3.36
[1.72615809e+09],-9.14,-0.43,3.34
[1.72615809e+09],-9.15,-0.4,3.41
[1.72615809e+09],-9.15,-0.4,3.39
[1.72615809e+09],-9.16,-0.4,3.39
[1.72615809e+09],-9.18,-0.38,3.41
[1.72615809e+09],-9.2,-0.43,3.53
[1.72615809e+09],-9.2,-0.41,3.46
[1.72615809e+09],-9.19,-0.4,3.46
[1.72615809e+09],-9.21,-0.42,3.45
[1.72615809e+09],-9.2,-0.45,3.42
[1.72615809e+09],-9.21,-0.46,3.46
[1.72615809e+09],-9.23,-0.44,3.39
[1.72615809e+09],-9.23,-0.44,3.37
[1.72615809e+09],-9.21,-0.46,3.41
[1.72615809e+09],-9.22,-0.43,3.43
[1.72615809e+09],-9.2,-0.45,3.46
[1.72615809e+09],-9.22,-0.44,3.48
[1.72615809e+09],-9.23,-0.49,3.37
[1.72615809e+09],-9.18,-0.51,3.62
[1.72615809e+09],-9.17,-0.43,3.71
[1.72615809e+09],-9.25,-0.42,3.47
[1.72615809e+09],-9.18,-0.42,3.4
[1.72615809e+09],-9.17,-0.4,3.43
[1.72615809e+09],-9.2,-0.42,3.36
[1.72615809e+09],-9.23,-0.44,3.33
[1.72615809e+09],-9.11,-0.5,3.33
[1.72615809e+09],-9.12,-0.49,3.36
[1.72615809e+09],-9.09,-0.53,3.41
[1.72615809e+09],-9.16,-0.53,3.45
[1.72615809e+09],-9.18,-0.53,3.34
[1.72615809e+09],-9.17,-0.52,3.33
[1.72615809e+09],-9.14,-0.46,3.39
[1.72615809e+09],-9.14,-0.47,3.42
[1.72615809e+09],-9.12,-0.44,3.46
[1.72615809e+09],-9.16,-0.41,3.48
[1.72615809e+09],-9.17,-0.4,3.48
[1.72615809e+09],-9.16,-0.41,3.54
[1.72615809e+09],-9.17,-0.43,3.54
[1.72615809e+09],-9.18,-0.45,3.54
[1.72615809e+09],-9.2,-0.46,3.53
[1.72615809e+09],-9.22,-0.47,3.5
[1.72615809e+09],-9.2,-0.53,3.54
[1.72615809e+09],-9.2,-0.52,3.48
[1.72615809e+09],-9.18,-0.51,3.46
[1.72615809e+09],-9.17,-0.46,3.43
[1.72615809e+09],-9.15,-0.5,3.44
[1.72615809e+09],-9.16,-0.43,3.45
[1.72615809e+09],-9.15,-0.44,3.38
[1.72615809e+09],-9.16,-0.44,3.4
[1.72615809e+09],-9.16,-0.44,3.4
[1.72615809e+09],-9.16,-0.42,3.43
[1.72615809e+09],-9.15,-0.41,3.43
[1.72615809e+09],-9.14,-0.42,3.42
[1.72615809e+09],-9.17,-0.43,3.39
[1.72615809e+09],-9.15,-0.41,3.38
[1.72615809e+09],-9.16,-0.42,3.43
[1.72615809e+09],-9.16,-0.4,3.48
[1.72615809e+09],-9.17,-0.42,3.46
[1.72615809e+09],-9.16,-0.42,3.42
[1.72615809e+09],-9.15,-0.46,3.46
[1.72615809e+09],-9.17,-0.47,3.43
[1.72615809e+09],-9.19,-0.44,3.43
[1.72615809e+09],-9.17,-0.44,3.39
[1.72615809e+09],-9.17,-0.43,3.37
[1.72615809e+09],-9.16,-0.42,3.39
[1.72615809e+09],-9.17,-0.44,3.41
[1.72615809e+09],-9.17,-0.44,3.4
[1.72615809e+09],-9.18,-0.43,3.43
[1.72615809e+09],-9.17,-0.42,3.41
[1.72615809e+09],-9.19,-0.38,3.42
[1.72615809e+09],-9.21,-0.41,3.37
[1.72615809e+09],-9.17,-0.42,3.42
[1.72615809e+09],-9.18,-0.44,3.4
[1.72615809e+09],-9.17,-0.4,3.47
[1.72615809e+09],-9.18,-0.4,3.39
